Reference files copied from Stellaris v4.5.0 'Cygnus' (build 8697), released 2026-09-22.
Each line: project file name | path inside the game folder | bytes | sha256
Replaces the 4.4-era copies uploaded 2026-06-17/18.
Extended 2026-09-24 with 00_system_types.txt, 00_scripted_modifiers.txt and
01_origin_civic_modifiers.txt (added to the project by hand, verified against the 4.5.0 install).
01_origin_civic_modifiers.txt was not changed by the 4.5 patch (file date 2026-06-26).

00_nomad_custom_initializers.txt | common/solar_system_initializers/00_nomad_custom_initializers.txt | 36734 | 072ea444a0aee23d091582bf63ba1e35c57d2ea8b47e33c035d3cc18b343671c
00_null_deposit.txt | common/deposits/00_null_deposit.txt | 253 | 2dfe4847d393fa32a184f01b328ff49e6fac8be6b082defb77cbbf83758efe15
00_planet_classes.txt | common/planet_classes/00_planet_classes.txt | 42487 | 24c5387795e22b3fa6ea5bc3f83b63b61d4990b77ec2ddb8e3e00483156672f5
00_planet_classes_astral_planes_dlc.txt | common/planet_classes/00_planet_classes_astral_planes_dlc.txt | 706 | 0e3c4468b0f032a533236e8a2741be8ca6537c36b7849e559a827e2b19c0e7b5
00_planet_classes_distant_stars.txt | common/planet_classes/00_planet_classes_distant_stars.txt | 1817 | ac12d9d17289af32e631360aa730212eca26f5a9c9754d067040f05b7b0a4c9c
00_planet_classes_first_contact_dlc.txt | common/planet_classes/00_planet_classes_first_contact_dlc.txt | 3143 | 08f8f6dd97156de206fd1172b8d2e9940a1212ff57209da0c6f79648c54d63f4
00_planet_classes_leviathans.txt | common/planet_classes/00_planet_classes_leviathans.txt | 1367 | 265c26678874d89321d340b93784831cbefc6325ae1666a72f0d4cfb2b6a9028
00_planet_modifiers.txt | common/planet_modifiers/00_planet_modifiers.txt | 41828 | 307f81f825197a4d85ff9f55c5b018a540aa7bddd59ad3e68491d7b72695dea9
00_random_lists.txt | common/star_classes/randomizers/00_random_lists.txt | 1049 | 4a11cc91a00eb7f385048aa71486fa9bc3dfd1034a0a1532dde35997ba9285e6
